Email,First Name,Last Name,Residential Address Street,Residential Address Locality,Residential Address State,Residential Address Postcode,Postal Address Street,Postal Address Locality,Postal Address State,Postal Address Postcode,Postal_co-ordinates,Residential_co-ordinates
thaddeus.vonrueden@gmail.com,Victoria,Hessel,144 Natalie Track,ACACIA CREEK,NSW,2476,81 Natalie Court,ASHLEY,NSW,2400,"(-41.0494219, 144.667346)","(-38.3046375, 146.0520376919279)"
maurine@hotmail.com,Gabriella,Lockman,8879 Crooks Lane,ALDERSHOT,QLD,4650,75 Clarke Loop,ALLENDALE NORTH,SA,5373,"(-34.8714792, 138.7054458)","(-35.2580548, 149.0804262)"
karisa@yahoo.com,Layla,Feil,7705 Evans View Rd,MACDONALDFURT,NSW,8526,28 Lucas Place,BAILEYMOUTH,QLD,1379,"(-34.7363837, 140.509663)","(-33.9282672, 150.8082824)"
aide@gmail.com,Callum,Cronin,53 Schultz Avenue,AWABA,NSW,2283,895 Nathan Track,ANDREWS FARM,SA,5114,"(-26.763254, 151.61703213780874)","(-34.3483333, 146.9011111)"
james@yahoo.com,Emma,Rowe,65 Miller Track,ALEXANDRA,VIC,3714,3508 Zara Trail,ATHOLWOOD,NSW,2361,"(-28.9983333, 151.0511111)","(-33.9091568, 151.1921281)"
sabrina@hotmail.com,Maya,Cummings,9528 Jett Square,PORT LINCOLN,QLD,6586,20 James Pass,EMARDBURGH,NT,5908,"(-30.060426, 153.2016851)","(-31.8271578, 115.865815)"
isobel.gorczany@yahoo.com,Lola,Taylor,172 Roberts View Rd,ATHOLWOOD,NSW,2361,89 Mackenzie Plaza,ARTHUR RIVER,WA,6315,"(-41.0675881, 145.8932292)","(-30.4534886, 137.16501576788045)"
lynetta.jacobi@gmail.com,Alex,Richards,626 Ivy Place,ATITJERE,NT,872,167 Gabriella View Rd,ARCADIA,NSW,2159,"(-35.3074897, 148.0631466)","(-41.21302, 146.17677)"
aron_feil@gmail.com,Holly,Quinn,6315 Johns Circle,ARMATREE,NSW,2828,9190 Taylor View Rd,ALICE,NSW,2469,"(-41.2476, 146.32856)","(-34.9396482, 138.7377566)"
bert@gmail.com,Tyler,Clark,3250 Mia Trail,ALTONA MEADOWS,VIC,3028,41 Gemma Court,ADAMINABY,NSW,2629,"(-34.09, 150.8261111)","(-36.378979, 145.29540546184248)"
carter.little@hotmail.com,Natalie,White,228 Toby Summit,ABINGDON DOWNS,QLD,4892,606 Murray Loop,ALLANDALE,QLD,4310,"(-35.2852323, 149.1129681)","(-36.869885, 146.1939993741425)"
lakita@gmail.com,Chloe,Wolf,7987 Alexander Run,ANDAMOOKA,SA,5722,606 Anthony Loop,ANDURAMBA,QLD,4355,"(-42.2081546, 147.4044661)","(-30.9283982, 150.8437118)"
fletcher@yahoo.com,Christian,Richards,8110 Schmitt Place,ARMADALE,WA,6112,1057 Edward Run,ARROWSMITH EAST,WA,6519,"(-30.3118393, 139.3353485)","(-25.2253249, 152.2333455)"
taylor_keebler@yahoo.com,Audrey,Kelly,310 Matilda Junction,ALUMY CREEK,NSW,2460,6041 Waters Lane,ANDOVER,TAS,7120,"(-42.4326647, 147.1444454)","(-31.9127941, 115.9360896)"
adela.bode@yahoo.com,Jordan,Hackett,360 Jonathan Plaza,ANGOURIE,NSW,2464,3585 O'hara Circuit,ALBURY,NSW,2640,"(-38.299336, 146.01775332081564)","(-34.9016148, 138.5543914)"
darcel@hotmail.com,Lachlan,Reilly,7497 Gabriel View Rd,ARCHIES CREEK,VIC,3995,327 Kiara Trail,ANDOVER,TAS,7120,"(-29.4418416, 115.6279102)","(-36.476927, 144.09218449571566)"
jimmy.grimes@yahoo.com,Daniel,Wolf,92 Nate Grove,AMBER,QLD,4871,1528 Hickle Drive,ABERMAIN,NSW,2326,"(-24.3466125, 149.77663219322122)","(-43.31594, 147.24409)"
cristopher.walsh@hotmail.com,James,Barton,79 Olivia Meadow,ARNOLD WEST,VIC,3551,8517 Bartoletti View Rd,ADAVALE,QLD,4474,"(-33.8894781, 151.1274125)","(-33.8692846, 150.8667029)"
rosaria@yahoo.com,Andrew,Wilson,66 Wright Trail,EAST ABBY,TAS,6036,32 Kayla Loop,MIKAYLAVIEW,TAS,2219,"(-33.3349302, 116.0994037)","(-38.2828148, 141.631467)"
kina.boehm@yahoo.com,James,Weber,9079 Patrick Hill,ARMSTRONG CREEK,QLD,4520,639 Armstrong Track,AUBURN VALE,NSW,2360,"(-30.6088889, 152.7294444)","(-36.39, 148.9844444)"
teofila@yahoo.com,Nate,Kuhlman,857 Richards Terrace,ANAMBAH,NSW,2320,2194 Gutmann Parade,AVONDALE,NSW,2530,"(-43.3609701, 147.3284644)","(-37.7753252, 144.921825)"
fernando.turner@gmail.com,Jonathan,Dickens,3365 Amelia Manor,HERMANNHAVEN,TAS,1700,930 Holly Parade,CONROYBERG,WA,5854,"(-31.9386753, 115.9250631)","(-35.5983333, 146.7844444)"
erna@gmail.com,Eli,Goldner,136 Grace Meadow,ARCHIES CREEK,VIC,3995,226 Taylor Track,ALLEENA,NSW,2671,"(-17.679023, 144.29345151200465)","(-33.9727133, 151.1145545)"
kevin.hyatt@hotmail.com,Stephanie,Evans,75 Cassin Grove,AVALON,VIC,3212,78 Joel Street,APOINGA,SA,5413,"(-34.5027712, 139.0490357)","(-31.9386753, 115.9250631)"
thaddeus@hotmail.com,Eve,Donnelly,11 Gabriella Grove,ASPENDALE GARDENS,VIC,3195,1931 Matilda Manor,AMBLESIDE,TAS,7310,"(-27.6304065, 152.6980108651208)","(-38.3533865, 146.10151536509113)"
rona_johnston@gmail.com,Hannah,Erdman,44 Ruby Lane,ARNOLD,NT,852,27 Nathan Square,ASHBOURNE,VIC,3442,"(-21.0898372, 149.1903543)","(-34.0844252, 150.8017477)"
werner.kirlin@hotmail.com,Charlie,Turcotte,9464 Oscar Mews,ALLENSTOWN,QLD,4700,9946 Anderson Crescent,ALTON DOWNS,QLD,4702,"(-37.2834165, 142.9319447)","(-32.8719444, 149.8094444)"
kermit_harvey@yahoo.com,Nate,Gutmann,1493 Nicolas Avenue,ALLAMBEE RESERVE,VIC,3871,237 Edwards Manor,ARTHUR RIVER,TAS,7330,"(-37.7753252, 144.921825)","(-33.894231149999996, 136.55522775171414)"
noble.dicki@hotmail.com,Kayla,Heller,577 Hahn Crest,ARANDA,ACT,2614,26 Jesse Loop,ATHELSTONE,SA,5076,"(-34.3891665, 139.3881387)","(-23.3927941, 150.5017017)"
nada@hotmail.com,Samantha,Rees,301 Noah Trail,AUSTRAL,NSW,2179,5175 Schmitt Street,ALAWOONA,SA,5311,"(-33.938236, 151.145508)","(-29.3257299, 151.0945365)"
jared.borer@yahoo.com,Ruby,Gutmann,3788 Kayla Terrace,WEST LACHLANBURY,ACT,4525,878 Madeline Boulevard,HAMMESSIDE,NT,8704,"(-34.615, 150.4844444)","(-30.3236111, 151.2363889)"
dagmar@yahoo.com,Edward,Lockman,87 Sam Crest,ALEXANDER HEIGHTS,WA,6064,48 Caleb Terrace,ARRAWARRA HEADLAND,NSW,2456,"(-36.9417631, 140.230672)","(-38.3543449, 144.9537421)"
christina@gmail.com,Olivia,Kovacek,3747 Mayer Road,ANDAMOOKA,SA,5722,199 Lola Run,ACTON,TAS,7320,"(-35.3074897, 148.0631466)","(-21.162400499999997, 149.09573347493057)"
otha@gmail.com,Toby,James,5457 Goldner Square,ABBOTSHAM,TAS,7315,312 Ross Run,ADELONG,NSW,2729,"(-34.5625775, 150.7978168)","(-27.1483525, 152.0940326)"
dana@gmail.com,Caitlin,Windler,40 Ethan Track,ASHTON,SA,5137,651 Macdonald Way,ABERDEEN,TAS,7310,"(-34.09, 150.8261111)","(-37.8671223, 144.8294793)"
clarisa@hotmail.com,Marcus,Murray,9187 Turcotte Manor,ANMATJERE,NT,872,43 Addison Road,AMAROO,QLD,4829,"(-35.315, 148.4344444)","(-27.5404815, 152.8638552)"
elijah@hotmail.com,Hamish,Adams,7686 Cassin Street,ARDMONA,VIC,3629,306 Amelie Junction,AIRDS,NSW,2560,"(-41.28814, 147.79086)","(-30.2733333, 152.0177778)"
arron@hotmail.com,Charlotte,West,95 Wilson Lane,LAKE CLAIREPORT,SA,4043,78 Little Circuit,WEST MIA,VIC,9382,"(-33.6602, 115.2596)","(-32.5399586, 151.9589534)"
michael@yahoo.com,Jackson,Mueller,50 Hunter Terrace,ARCHERTON,VIC,3723,146 Bauch Station St,ACTON,ACT,2601,"(-33.8894781, 151.1274125)","(-33.9116667, 149.3525)"
augustine@yahoo.com,Lucy,Christiansen,9753 Monahan Street,APPLE TREE CREEK,QLD,4660,73 Jonathan Ridge,ARKAROOLA VILLAGE,SA,5732,"(-34.615, 150.4844444)","(-31.9386753, 115.9250631)"
angie@hotmail.com,Lachlan,Nader,8226 Charlotte Summit,ASHFIELD,WA,6054,844 Daniel Summit,APSLEY,TAS,7030,"(-36.534716, 142.94016749686682)","(-13.2387657, 131.1070072)"
belinda_kuvalis@yahoo.com,Lily,Hayes,891 Miller Ridge,NEW NICHOLAS,WA,3025,42 Nathan Square,BOSCOVIEW,TAS,3006,"(-36.2320385, 142.6799121472199)","(-17.679023, 144.29345151200465)"
sandy@gmail.com,Finn,Jacobi,8757 Olivia Loop,ALLENBY GARDENS,SA,5009,500 Stokes Run,ALLAMBEE,VIC,3823,"(-41.780565, 147.723155)","(-20.5559791, 148.4441771)"
hazel@gmail.com,Aidan,Martin,491 Martin Street,ATITJERE,NT,872,7490 Scarlett Circle,ABINGTON,NSW,2350,"(-34.7563343, 139.2941415)","(-27.9909266, 153.3770522)"
tracey@gmail.com,Abbey,Barrows,814 Thomas Parkway,AREYONGA,NT,872,75 Olivia Pass,ABBEY,WA,6280,"(-34.2582911, 137.7556003)","(-30.4534886, 137.16501576788045)"
eunice_macgyver@hotmail.com,Phoenix,Haley,161 Kai Plaza,AUCHMORE,VIC,3570,6806 Emmerich Island,ARRINO,WA,6519,"(-41.2476, 146.32856)","(-27.911755, 152.91602902703985)"
jerrod.hickle@gmail.com,Alana,Evans,187 Boyer Parade,ALONNAH,TAS,7150,75 Finn Circle,ALBERTA,QLD,4702,"(-36.6721335, 143.8583019665265)","(-38.2341184, 144.3709512)"
roger_kirlin@yahoo.com,Hugo,Thomson,2116 Blake Mews,ABBOTSBURY,NSW,2176,41 Jack Crescent,ASHFIELD,NSW,2131,"(-36.967044, 144.71503036879437)","(-38.4620894, 144.1067555)"
eveline@yahoo.com,Mikayla,Farrell,6039 Thompson Summit,ALLESTREE,VIC,3305,64 Sophie Pass,ALLANSON,WA,6225,"(-13.6020675, 141.77068488792847)","(-24.837838, 152.0296298)"
magdalen_kuvalis@gmail.com,Stephanie,Koelpin,3595 Charles Parade,ARABLE,NSW,2630,8155 Alana Pass,ARGENTS HILL,NSW,2449,"(-33.6227289, 151.0605602)","(-36.6316667, 149.8844444)"
edward_hackett@hotmail.com,Dylan,Martin,4053 Michael Hill,ASCOT VALE,VIC,3032,837 Hugo Crest,ADVENTURE BAY,TAS,7150,"(-26.1075825, 151.64642182971647)","(-27.612617, 151.76928322570416)"
shawn@yahoo.com,Nate,Rohan,33 James Ridge,WILKINSONMOUTH,VIC,2823,882 Kirlin View Rd,NEW JOHNCHESTER,QLD,3609,"(-25.2253249, 152.2333455)","(-36.3581336, 150.0771705)"
edwardo@gmail.com,Tahlia,Watson,42 Emily View Rd,NICOLASMOUTH,NT,8878,54 Eve Drive,WEST ADDISON,QLD,2908,"(-30.8864757, 153.0709147)","(-29.8208333, 151.0452778)"
chung@yahoo.com,Chase,Nader,227 Hunter Trail,ALMA PARK,NSW,2659,7437 Quigley Way,ASCOT,WA,6104,"(-34.2237086, 118.2203895)","(-33.9839091, 151.0241615)"
grover_bartell@hotmail.com,Riley,Mccullough,47 Edwards Lane,ASCOT,WA,6104,81 Dickens Trail,AVOCA,NSW,2577,"(-35.0859511, 148.3985662)","(-32.739771, 149.4823469)"
mindy@hotmail.com,Emily,Bahringer,86 Ella Estate Dr,ADELAIDE RIVER,NT,846,38 Ella Circuit,AVON PLAINS,VIC,3477,"(-19.4144695, 146.92892116109573)","(-25.0140305, 148.74243113765607)"
cesar@hotmail.com,Chloe,Clarke,584 Griffiths Crescent,AMBER,QLD,4871,24 Davis Mall,AREEGRA,VIC,3480,"(-23.0896126, 150.7019728)","(-28.1973325, 151.95034279175152)"
dewitt_harber@hotmail.com,Charlotte,Fisher,425 Harvey Road,ANDROMACHE,QLD,4800,625 Ebert Junction,AVOCA,TAS,7213,"(-26.158403, 152.6597339079196)","(-36.863510000000005, 144.38470220073737)"
dung.goyette@gmail.com,Noah,Muller,93 Ella Avenue,ANDAMOOKA,SA,5722,22 Christian Loop,ARTHURTON,SA,5572,"(-37.9208356, 145.4688212)","(-17.679023, 144.29345151200465)"
reba.weinat@yahoo.com,Blake,Hughes,20 Russel Square,ALLENVIEW,QLD,4285,1178 Isabel Estate Dr,ABERDEEN,TAS,7310,"(-34.09, 150.8261111)","(-33.9091568, 151.1921281)"
roman@gmail.com,Zara,Bergstrom,9381 West Court,ARMSTRONG CREEK,VIC,3217,47 Dickinson Court,ARNOLD,VIC,3551,"(-19.3122951, 146.7790291)","(-25.9873525, 150.48920051309403)"
morton@yahoo.com,Abigail,Dietrich,4281 Logan Avenue,AIREYS INLET,VIC,3231,765 Chelsea Knoll,ARGYLE,VIC,3523,"(-33.9839091, 151.0241615)","(-32.0292141, 118.0943551)"
kylie.quitzon@hotmail.com,Gabriella,Robinson,899 Lachlan Parkway,ABBOTSFORD,QLD,4670,185 Ava Crest,AURUKUN,QLD,4892,"(-38.7547442, 143.6691463)","(-37.7614537, 144.862141)"
malia_greenfelder@yahoo.com,Benjamin,Smith,38 Gutmann Manor,ANGLEDALE,NSW,2550,486 Charles Parkway,ARCADIA,NSW,2159,"(-35.169587, 149.1280212)","(-34.9016148, 138.5543914)"
burt_sipes@gmail.com,Cody,Tillman,45 O'reilly Estate Dr,AKOLELE,NSW,2546,4744 Cameron Court,APPLE TREE CREEK,QLD,4660,"(-32.9488889, 151.7108333)","(-17.097728, 145.32725128704044)"
dovie@hotmail.com,Patrick,Doherty,398 Chloe Lane,ALFORDS POINT,NSW,2234,16 Hamish Crest,AMELUP,WA,6338,"(-29.3170008, 149.8065619)","(-42.4326647, 147.1444454)"
dwight.maggio@hotmail.com,James,Williamson,173 Elijah Road,ASHBY,NSW,2463,73 Paterson Meadow,ACACIA GARDENS,NSW,2763,"(-38.684747, 146.3962845181981)","(-41.2700005, 146.3300018)"
britt@yahoo.com,Mason,Morgan,5473 Imogen Estate Dr,AVOCA,TAS,7213,8908 Phoebe Place,ALBINIA,QLD,4722,"(-36.5349865, 144.54149899295862)","(-33.70631, 115.3287)"
leon.mayer@hotmail.com,Gabriel,Harvey,541 Ruby Estate Dr,ALCOMIE,TAS,7330,8095 Lakin Court,AIREYS INLET,VIC,3231,"(-38.5232055, 145.44837205027596)","(-19.5281175, 147.48116189676745)"
tana_kreiger@gmail.com,Mitchell,Walter,180 Phoenix Mall,ABERFELDY,VIC,3825,2903 Thomson Boulevard,ARGOON,QLD,4702,"(-32.6733333, 151.4927778)","(-36.534716, 142.94016749686682)"
noel.vandervort@yahoo.com,Maddison,Casper,932 Savannah Drive,ASHENDON,WA,6111,9126 Morgan Manor,ADARE,QLD,4343,"(-25.2253249, 152.2333455)","(-37.3982805, 143.81169617608398)"
leopoldo@hotmail.com,Hugo,Owen,287 Kirlin Parade,ALBERTON,TAS,7263,61 Beier View Rd,ARCHERFIELD,QLD,4108,"(-13.928577149999999, 136.55312163956205)","(-26.3453044, 152.6746864)"
sherrie.abernathy@hotmail.com,Ella,Rice,667 Bogan Square,ANNADALE,SA,5356,2450 Mitchell Way,ANNANGROVE,NSW,2156,"(-37.7783921, 145.0312833)","(-38.4051948, 144.188958)"
arnulfo@yahoo.com,Amber,Becker,12 Daugherty Boulevard,APOINGA,SA,5413,787 Leannon Parkway,ALEXANDRA BRIDGE,WA,6288,"(-29.4418416, 115.6279102)","(-36.378979, 145.29540546184248)"
annita.blanda@gmail.com,Chloe,Doyle,660 Hunter Track,SAVANNAHSTAD,NSW,3641,79 Hall Street,ALICEVIEW,NSW,1932,"(-25.636086499999998, 152.5914461311075)","(-33.2807362, 115.7204483)"
mark_walsh@hotmail.com,Natalie,Smith,550 Layla Crest,ANTHONY,QLD,4310,997 Rees Track,APAMURRA,SA,5237,"(-16.8843632, 145.7451836)","(-34.855289, 142.80087295681284)"
tyesha.steuber@hotmail.com,James,Fadel,4511 King Loop,ALLWORTH,NSW,2425,919 Kreiger Trail,ABBOTSBURY,NSW,2176,"(-33.9839091, 151.0241615)","(-16.143139750000003, 134.38383200622008)"
dannie_becker@hotmail.com,Piper,Crooks,8987 Lola Road,ABERCROMBIE,NSW,2795,59 Mayer Estate Dr,APPIN,NSW,2560,"(-27.707543, 153.26622308788458)","(-34.0685026, 147.1380858)"
seth.gislason@yahoo.com,Mackenzie,Marvin,74 Smith Plaza,ARTHUR RIVER,WA,6315,9214 Michael Court,ANULA,NT,812,"(-34.3014671, 138.9157278)","(-38.684747, 146.3962845181981)"
frances@yahoo.com,Emma,Howe,8841 Collins Drive,ADDINGTON,VIC,3352,37 Dickinson Meadow,ASPENDALE GARDENS,VIC,3195,"(-33.8505529, 151.129759)","(-41.0372935, 148.2691093)"
mitchell@hotmail.com,Matilda,Bruen,64 Maya Avenue,APPLE TREE CREEK,QLD,4660,887 Charlotte Parade,APOLLO BAY,TAS,7150,"(-37.7753252, 144.921825)","(-27.6304065, 152.6980108651208)"
nelson.block@hotmail.com,Chelsea,Smyth,4628 Beier Pass,ALDAVILLA,NSW,2440,9116 Benjamin Estate Dr,ANDAMOOKA,SA,5722,"(-13.2387657, 131.1070072)","(-12.3799071, 130.8746623)"
mayme.jones@gmail.com,Jonathan,Hughes,36 Johnson Station St,AUBURN VALE,NSW,2360,8678 Kuhn Manor,APOLLO BAY,VIC,3233,"(-31.7356755, 150.7839962)","(-32.5983374, 148.9677728)"
max@yahoo.com,Summer,Tillman,90 Hudson Boulevard,ALLESTREE,VIC,3305,781 Hermiston Terrace,ARAMAC,QLD,4726,"(-19.3019469, 146.7660472)","(-32.8427754, 151.3802736)"
frederick@gmail.com,Ashton,O'conner,58 Patrick Avenue,ARDLETHAN,NSW,2665,9334 Callum Mall,ARTHURVILLE,NSW,2820,"(-31.8271578, 115.865815)","(-37.866672, 145.1022346)"
lovetta.stoltenberg@yahoo.com,Amber,Stewart,5551 Kohler Knoll,AVISFORD,NSW,2850,36 Kunde Place,ADJUNGBILLY,NSW,2727,"(-37.558214, 143.7998153)","(-29.4138187, 153.1778299)"
mikaela_kuphal@hotmail.com,Bella,Garden,264 Luke Island,ARCADIA VALLEY,QLD,4702,2403 Zac Road,ALLIGATOR CREEK,QLD,4816,"(-37.8045508, 144.9988542)","(-29.1100681, 147.9176423)"
hannelore_lueilwitz@gmail.com,Nicholas,Hackett,38 Hansen Grove,AXE CREEK,VIC,3551,156 Toby Terrace,ARALUEN,QLD,4570,"(-34.2237086, 118.2203895)","(-43.3609701, 147.3284644)"
tristan@hotmail.com,Anthony,Lakin,256 Isabel Trail,NEW ELIJAHMOUTH,WA,9636,667 Tyler Court,WEST NATHAN,SA,4932,"(-23.2972417, 150.3766711)","(-37.2834165, 142.9319447)"
van@gmail.com,Connor,Langworth,180 Wright Mall,AMBER,QLD,4871,3333 Beahan Court,AVONSLEIGH,VIC,3782,"(-37.0188265, 147.47220297551968)","(-25.0140305, 148.74243113765607)"
roslyn_gutkowski@hotmail.com,Phoebe,Kulas,9808 Wilderman Circle,AUBURN,QLD,4413,31 Abigail Trail,ANNANDALE,QLD,4814,"(-33.6227289, 151.0605602)","(-41.3020897, 148.3181547)"
cecil@hotmail.com,Angus,Hessel,365 Gibson Plaza,ARDATH,WA,6419,1194 Cruickshank Hill,ALFORDS POINT,NSW,2234,"(-36.534716, 142.94016749686682)","(-24.223913, 151.90631629098056)"
lucila.tillman@gmail.com,Matthew,Fay,6745 William Junction,AVONDALE HEIGHTS,VIC,3034,6635 Leo Loop,APOLLO BAY,VIC,3233,"(-37.7753252, 144.921825)","(-42.7736101, 147.2486399)"
tish_legros@gmail.com,Amelie,Johnson,21 Sam Hill,ALLENBY GARDENS,SA,5009,740 Amelie Drive,AMAROO,ACT,2914,"(-35.736858999999995, 141.9679693250011)","(-35.0152371, 138.7351789)"
percy.ryan@yahoo.com,Harry,Towne,5814 Isabella Loop,WEST AMELIE,NT,5682,414 Spencer Knoll,SAMUELBURY,NT,3675,"(-17.422809, 144.6478726166868)","(-28.005099, 152.75630367426655)"
genoveva_mayert@yahoo.com,Thomas,Davis,406 Eli Meadow,ACACIA HILLS,TAS,7306,85 Eve View Rd,AGNES,VIC,3962,"(-29.6483333, 152.9511111)","(-13.3673745, 142.58087573798585)"
miy.glover@gmail.com,Aaron,Farrell,453 Tillman Manor,AMBERGATE,WA,6280,352 Hayes Meadow,AVONMORE,VIC,3559,"(-32.7779061, 152.0890203)","(-32.5399586, 151.9589534)"
howard@yahoo.com,William,Johnston,3123 Bella Circuit,AIRDMILLAN,QLD,4807,94 Rice Loop,ANDERSON,VIC,3995,"(-33.9094322, 138.92994407539157)","(-34.4091114, 150.5217411)"
noble@hotmail.com,Samantha,Kuhlman,276 Bella Ridge,ASCOT,VIC,3364,86 Botsford Road,APPLE TREE CREEK,QLD,4660,"(-32.9352978, 151.632185)","(-36.6721335, 143.8583019665265)"
alisa_dietrich@yahoo.com,Luca,Hessel,648 Leo Hill,AMAMOOR,QLD,4570,83 Mitchell Circle,ANINDILYAKWA,NT,822,"(-35.78828795, 138.0574577581023)","(-29.4418416, 115.6279102)"
conception@yahoo.com,Sebastian,Corwin,6601 Jade Trail,ANGLESEA,VIC,3230,88 Amy Circuit,ALPHINGTON,VIC,3078,"(-35.2873581, 138.7622388)","(-23.6487639, 146.6375809)"
les@yahoo.com,Alex,Lakin,846 Jasper Parkway,ARDMONA,VIC,3629,463 Cody Road,ARRINO,WA,6519,"(-34.026398, 138.6859174)","(-32.7150027, 151.4177731)"
allan@gmail.com,Leo,Wood,906 Leo Place,AUSTRALIND,WA,6233,28 Alana Street,ANTIGUA,QLD,4650,"(-27.624730999999997, 152.5526729601424)","(-21.162400499999997, 149.09573347493057)"
claie@hotmail.com,Blake,Davis,89 Lara Street,ANNUELLO,VIC,3549,64 Charlie Parade,AEROGLEN,QLD,4870,"(-35.3074897, 148.0631466)","(-33.9116667, 149.3525)"
barrett_bauch@hotmail.com,Jake,Lewis,78 Mclaughlin Square,ARTHURVILLE,NSW,2820,640 Cooper Parkway,AUGATHELLA,QLD,4477,"(-29.478884, 153.3600421)","(-28.6485408, 152.0672577)"
treasa_bauch@gmail.com,Lachlan,Green,14 D'amore Way,ARNOLD,NT,852,3326 Flatley Street,ALFORDS POINT,NSW,2234,"(-36.6316667, 149.8844444)","(-33.6227289, 151.0605602)"
forest.strosin@gmail.com,Charlotte,Johnson,29 Gutmann Terrace,ALLEENA,NSW,2671,643 Griffiths Mews,ALBERTON,QLD,4207,"(-24.3466125, 149.77663219322122)","(-34.3064627, 150.9292162)"
otha@hotmail.com,Jonathan,Clarke,860 O'hara Crescent,AGNES,VIC,3962,9514 Willow Island,ALLENDALE NORTH,SA,5373,"(-12.3922305, 130.8915248)","(-38.7547442, 143.6691463)"
ginger@yahoo.com,Luca,Donnelly,45 Beahan Loop,HAYESCHESTER,WA,9340,299 Owen Way,SAUERBURGH,WA,9982,"(-17.2674058, 145.4761663)","(-32.3559077, 147.5061543)"
dawn@hotmail.com,Mikayla,Dickens,8649 Joel Plaza,AMBERLEY,QLD,4306,958 Kayla Trail,ASCOT VALE,VIC,3032,"(-23.8423688, 118.5223218743849)","(-33.3910256, 149.5556273)"
alex@yahoo.com,Claire,Abbott,9038 Shields Pass,APSLEY,NSW,2820,897 Michael Circuit,ARDGLEN,NSW,2338,"(-29.8208333, 151.0452778)","(-24.240327, 150.4940057)"
jeanetta_hills@gmail.com,Amber,Bauch,39 Sophia Loop,ASHWOOD,VIC,3147,759 Darcy Court,ALEXANDER HEIGHTS,WA,6064,"(-37.3854831, 143.6842154)","(-42.4326647, 147.1444454)"
johnie@hotmail.com,Mia,Rodriguez,796 Nguyen Mews,ASHBY HEIGHTS,NSW,2463,35 Rutherford Lane,ALFREDTON,VIC,3350,"(-37.0245202, 143.6821566)","(-20.6267825, 117.07780048166553)"
terra.hauck@yahoo.com,Leo,Flatley,880 Dylan Avenue,ANGLEDOOL,NSW,2834,991 Anna Street,ABBOTSFORD,VIC,3067,"(-30.4534886, 137.16501576788045)","(-36.979477, 141.0879918928831)"
aletha@yahoo.com,Samuel,Lowe,53 Stella Summit,PORT SUMMER,QLD,2448,89 Kiehn Grove,NORTH VICTORIA,NSW,5169,"(-33.938236, 151.145508)","(-29.4138187, 153.1778299)"
harland@yahoo.com,Jett,Johnston,54 Patrick Trail,ADVENTURE BAY,TAS,7150,31 Moss Plaza,AMELUP,WA,6338,"(-34.7563343, 139.2941415)","(-31.0316667, 152.9344444)"
jeanmarie@gmail.com,Mackenzie,Macdonald,590 Adam Ridge,ARARAT,VIC,3377,964 Stephanie Lane,ALTON DOWNS,QLD,4702,"(-33.6884076, 151.1078178)","(-32.515, 150.8677778)"
darby@gmail.com,Logan,Heller,4668 Lincoln Island,ARCADIA VALLEY,QLD,4702,5685 Joel Trail,ANGLERS REST,VIC,3898,"(-34.7563343, 139.2941415)","(-35.6483333, 149.8177778)"
lynn@gmail.com,Abby,Monahan,51 Botsford Mall,AMOONGUNA,NT,873,28 Beahan Road,ASCOT PARK,SA,5043,"(-34.0844252, 150.8017477)","(-25.9873525, 150.48920051309403)"
margarete@yahoo.com,Benjamin,Goodwin,34 Caitlin Mall,AKAROA,TAS,7216,26 Evans Summit,ARCADIA,NSW,2159,"(-27.4303648, 153.0420618)","(-27.569485999999998, 153.00872543991687)"
shanita.ankunding@hotmail.com,Isabel,Haley,1721 Alex Road,ANSONS BAY,TAS,7264,6383 Schmitt Lane,ALDERSHOT,QLD,4650,"(-32.3620604, 151.5363314)","(-32.7150027, 151.4177731)"
gertha@hotmail.com,David,O'keefe,642 Ali Crest,AUSTINS FERRY,TAS,7011,87 Lynch Knoll,ASCOT VALE,VIC,3032,"(-19.350223, 146.61922326862077)","(-33.915, 150.9011111)"
louetta.kris@hotmail.com,Lachlan,Miller,78 Sebastian Estate Dr,ALDGATE,SA,5154,7816 Hartmann Road,ALBACUTYA,VIC,3424,"(-29.0450975, 115.10024335283742)","(-36.967044, 144.71503036879437)"
ada.keebler@yahoo.com,Evie,Marvin,3627 Monahan Boulevard,ANANGU PITJANTJATJARA YANKUNYTJATJARA,SA,872,11 Mcdermott Parkway,ABERCROMBIE RIVER,NSW,2795,"(-37.2140615, 142.8822221460385)","(-32.1533106, 116.0130563)"
sha.sawayn@gmail.com,Joseph,Carroll,745 Nicholas Loop,ALLANDALE,QLD,4310,3796 Khan Station St,ALMADEN,QLD,4871,"(-33.5919444, 143.3341667)","(-31.636891, 116.19354349143441)"
margy@gmail.com,Henry,Hudson,383 Patel Crest,JAMESPORT,SA,5430,8820 Riley Run,EAST CLAUDIA,QLD,3704,"(-19.5281175, 147.48116189676745)","(-28.6485408, 152.0672577)"
benjamin@yahoo.com,Bailey,Dickens,9665 Rose Parkway,ACACIA GARDENS,NSW,2763,2471 Poppy Way,ARUNDEL,QLD,4214,"(-38.2828148, 141.631467)","(-29.0450975, 115.10024335283742)"
karry@hotmail.com,Taylor,Howell,7465 Eliza Mews,ALLWORTH,NSW,2425,50 Mclaughlin Road,ANNA BAY,NSW,2316,"(-36.2304585, 142.21918302657684)","(-32.8072172, 151.4274977)"
