Email,First Name,Last Name,Residential Address Street,Residential Address Locality,Residential Address State,Residential Address Postcode,Postal Address Street,Postal Address Locality,Postal Address State,Postal Address Postcode,Residential Address Full,Postal Address Full,Residential co-ordinates
lauran@hotmail.com,Claudia,Parisian,34 Ward Crest,ASHCROFT,NSW,2168,59 D'amore Terrace,ALBION PARK,NSW,2527,"ASHCROFT, NSW, 2168","59 D'amore Terrace, ALBION PARK, NSW, 2527","(-23.0896126, 150.7019728)"
regan.adams@yahoo.com,Oscar,Jackson,8772 Savannah Lane,AULDANA,SA,5072,435 Patel Pass,ARDROSS,WA,6153,"AULDANA, SA, 5072","435 Patel Pass, ARDROSS, WA, 6153","(-33.7130236, 138.5557068)"
debroah.hayes@yahoo.com,Lily,Green,3010 Abbey Crest,ALFREDTON,VIC,3350,5451 Jacobs Circle,ARGALONG,NSW,2720,"ALFREDTON, VIC, 3350","5451 Jacobs Circle, ARGALONG, NSW, 2720","(-37.3701648, 143.9229115)"
jerrell_kemmer@yahoo.com,Finn,Walker,167 Chelsea Ridge,TURNERCHESTER,TAS,5574,34 Anderson Track,EAST SAVANNAH,NSW,4663,"TURNERCHESTER, TAS, 5574","34 Anderson Track, EAST SAVANNAH, NSW, 4663","(-36.5931025, 145.38127437318553)"
rosendo_schaefer@yahoo.com,Levi,Davis,6171 Eve Knoll,AMITY,QLD,4183,149 Harvey Island,AUCHMORE,VIC,3570,"AMITY, QLD, 4183","149 Harvey Island, AUCHMORE, VIC, 3570","(-33.7316723, 149.3844415)"
corazon_turcotte@yahoo.com,Chelsea,Beier,9542 Bella Lane,ANAMA,SA,5464,153 Patrick Pass,ANKETELL,WA,6167,"ANAMA, SA, 5464","153 Patrick Pass, ANKETELL, WA, 6167","(-34.5027712, 139.0490357)"
donte_vonrueden@hotmail.com,Benjamin,Mills,119 Rose Mall,AEROGLEN,QLD,4870,99 Thomas Drive,ABBOTSFORD,NSW,2046,"AEROGLEN, QLD, 4870","99 Thomas Drive, ABBOTSFORD, NSW, 2046","(-32.0328506, 115.8170316)"
simona@yahoo.com,Eli,Cole,24 Ivy Parkway,ALTON DOWNS,QLD,4702,297 Crooks Place,AVENELL HEIGHTS,QLD,4670,"ALTON DOWNS, QLD, 4702","297 Crooks Place, AVENELL HEIGHTS, QLD, 4670","(-30.965, 150.8511111)"
brooks@yahoo.com,Charli,Mueller,80 Andrew Hill,ANNUELLO,VIC,3549,6701 Kessler Run,ACLAND,QLD,4401,"ANNUELLO, VIC, 3549","6701 Kessler Run, ACLAND, QLD, 4401","(-34.27690615, 138.33903101339558)"
donte@yahoo.com,Kayla,Schmitt,1096 Smitham Street,APOINGA,SA,5413,553 Justin Parkway,ANTIGUA,QLD,4650,"APOINGA, SA, 5413","553 Justin Parkway, ANTIGUA, QLD, 4650","(-37.411647, 144.46035695739747)"
theodore@hotmail.com,Jade,Barton,53 Murphy Knoll,ATTUNGA,NSW,2345,3760 Caitlin Street,AMBY,QLD,4462,"ATTUNGA, NSW, 2345","3760 Caitlin Street, AMBY, QLD, 4462","(-37.940835, 144.28997769440335)"
max@gmail.com,Zara,Gleason,2839 Anna Parkway,ALTONA NORTH,VIC,3025,7742 Bailey Street,ALLAWAH,NSW,2218,"ALTONA NORTH, VIC, 3025","7742 Bailey Street, ALLAWAH, NSW, 2218","(-20.6267825, 117.07780048166553)"
cruz@gmail.com,Phoebe,Harber,5677 Price Plaza,ANULA,NT,812,45 Kunde Parkway,ARTHUR RIVER,WA,6315,"ANULA, NT, 812","45 Kunde Parkway, ARTHUR RIVER, WA, 6315","(-21.445357, 149.2686148891206)"
savannah@hotmail.com,Paige,Rodriguez,95 Martin Circuit,AVON,NSW,2574,264 William Road,ANABRANCH SOUTH,NSW,2648,"AVON, NSW, 2574","264 William Road, ANABRANCH SOUTH, NSW, 2648","(-34.0685026, 147.1380858)"
martin@gmail.com,Amelie,Davis,146 Ryan Street,EAST HENRYLAND,WA,1843,733 Leffler Knoll,REESMOUTH,QLD,8304,"EAST HENRYLAND, WA, 1843","733 Leffler Knoll, REESMOUTH, QLD, 8304","(-37.866672, 145.1022346)"
gaylord.crist@gmail.com,Skye,Williamson,74 Jordan Grove,ABERGOWRIE,QLD,4850,13 Kayla Estate Dr,ALMA,SA,5401,"ABERGOWRIE, QLD, 4850","13 Kayla Estate Dr, ALMA, SA, 5401","(-37.8671223, 144.8294793)"
sid@gmail.com,Mia,Tromp,9403 Brown Track,ASHMONT,NSW,2650,611 Oscar Manor,ANGLE PARK,SA,5010,"ASHMONT, NSW, 2650","611 Oscar Manor, ANGLE PARK, SA, 5010","(-25.636086499999998, 152.5914461311075)"
heidi_gerhold@yahoo.com,Molly,Sanford,756 Huel Manor,ATTWOOD,VIC,3049,3371 Heaney Lane,ALLENS RIVULET,TAS,7150,"ATTWOOD, VIC, 3049","3371 Heaney Lane, ALLENS RIVULET, TAS, 7150","(-37.9208356, 145.4688212)"
jacques_halvorson@yahoo.com,Hamish,Emmerich,93 Kirlin Avenue,ASCOT,QLD,4007,17 Jasmine Island,AMITY,QLD,4183,"ASCOT, QLD, 4007","17 Jasmine Island, AMITY, QLD, 4183","(-36.932182499999996, 145.31296101521568)"
dick.herzog@yahoo.com,Leo,Gibson,420 Isabel Run,APSLAWN,TAS,7190,46 Isabella Place,AVON,SA,5501,"APSLAWN, TAS, 7190","46 Isabella Place, AVON, SA, 5501","(-12.7588199, 131.1496296)"
shandi@yahoo.com,Gemma,Little,176 Hermann Meadow,ALICE CREEK,QLD,4610,958 Charles Lane,ASHBOURNE,VIC,3442,"ALICE CREEK, QLD, 4610","958 Charles Lane, ASHBOURNE, VIC, 3442","(-24.8726539, 152.3971072)"
reyna@yahoo.com,Chloe,Reynolds,4926 Murphy Road,ARRAWARRA,NSW,2456,873 Welch Junction,ALBION PARK,NSW,2527,"ARRAWARRA, NSW, 2456","873 Welch Junction, ALBION PARK, NSW, 2527","(-32.19139, 116.1792)"
rex_hermiston@yahoo.com,Summer,Barton,98 Greenfelder Summit,AVOCA,TAS,7213,87 Hannah Lane,ALLORA,QLD,4362,"AVOCA, TAS, 7213","87 Hannah Lane, ALLORA, QLD, 4362","(-41.28814, 147.79086)"
chiquita@gmail.com,Jasper,Phillips,55 Andrew Crescent,ADELAIDE PARK,QLD,4703,5816 Zac Street,ACHERON,VIC,3714,"ADELAIDE PARK, QLD, 4703","5816 Zac Street, ACHERON, VIC, 3714","(-34.4185998, 150.4953005)"
anna@gmail.com,James,Hansen,75 Matthew Track,ANAMA,SA,5464,3120 Skye Station St,ASHGROVE,QLD,4060,"ANAMA, SA, 5464","3120 Skye Station St, ASHGROVE, QLD, 4060","(-23.8423688, 118.5223218743849)"
arlen_strosin@gmail.com,William,Tromp,351 Phillips Loop,ALLENDALE,VIC,3364,8453 Michael Crescent,ADJUNGBILLY,NSW,2727,"ALLENDALE, VIC, 3364","8453 Michael Crescent, ADJUNGBILLY, NSW, 2727","(-41.2050163, 146.3748003)"
lane.schmidt@hotmail.com,Angelina,Davies,48 Ashley Junction,AMPILATWATJA,NT,872,703 Lewis Crest,ANABRANCH NORTH,NSW,2648,"AMPILATWATJA, NT, 872","703 Lewis Crest, ANABRANCH NORTH, NSW, 2648","(-33.9282672, 150.8082824)"
lyle@yahoo.com,Finn,Thomson,164 D'amore View Rd,PORT MAYALAND,NT,7321,5278 Connor Summit,EAST JACKSONLAND,QLD,9665,"PORT MAYALAND, NT, 7321","5278 Connor Summit, EAST JACKSONLAND, QLD, 9665","(-26.669601999999998, 153.10175199135801)"
raymond_kutch@gmail.com,Audrey,Barrows,51 Mia Track,ARCADIA SOUTH,VIC,3631,4936 Daniel Court,ANDREWS FARM,SA,5114,"ARCADIA SOUTH, VIC, 3631","4936 Daniel Court, ANDREWS FARM, SA, 5114","(-36.7077539, 144.3263626)"
mickey@yahoo.com,Mia,Schmitt,696 Abby Run,ARKELL,NSW,2795,8349 Annabelle Mews,AMATA,SA,872,"ARKELL, NSW, 2795","8349 Annabelle Mews, AMATA, SA, 872","(-32.0137091, 115.8366566)"
carmina.rutherford@gmail.com,Stephanie,O'hara,96 Charles Way,ANGASTON,SA,5353,65 Joshua Junction,ANULA,NT,812,"ANGASTON, SA, 5353","65 Joshua Junction, ANULA, NT, 812","(-25.4623125, 152.66822764580698)"
alona@gmail.com,Phoenix,Muller,912 Thompson Circle,ALFRED COVE,WA,6154,29 Hannah Place,ASHMONT,NSW,2650,"ALFRED COVE, WA, 6154","29 Hannah Place, ASHMONT, NSW, 2650","(-17.422809, 144.6478726166868)"
karan@hotmail.com,Lachlan,Thomson,62 Mueller Run,APPLEBY,NSW,2340,797 Isabella Terrace,ANGLERS REST,VIC,3898,"APPLEBY, NSW, 2340","797 Isabella Terrace, ANGLERS REST, VIC, 3898","(-27.2187059, 152.8084209)"
glenn_robel@gmail.com,Beau,Gibson,487 Lincoln Mews,AVON,SA,5501,8110 Samantha Mall,ADAVALE,QLD,4474,"AVON, SA, 5501","8110 Samantha Mall, ADAVALE, QLD, 4474","(-38.394622, 145.88277296771855)"
gus@gmail.com,Amelia,Stanton,396 Emma Mews,ASHBOURNE,VIC,3442,712 Max Mews,ASPENDALE GARDENS,VIC,3195,"ASHBOURNE, VIC, 3442","712 Max Mews, ASPENDALE GARDENS, VIC, 3195","(-41.21302, 146.17677)"
karma.stanton@hotmail.com,Toby,Kovacek,9826 Adam Parkway,ANAKIE,VIC,3213,33 Stokes Court,ACHERON,VIC,3714,"ANAKIE, VIC, 3213","33 Stokes Court, ACHERON, VIC, 3714","(-34.2237086, 118.2203895)"
elton@hotmail.com,Leo,Mills,203 Rolfson Knoll,ANTONYMYRE,WA,6714,8914 Griffiths Run,ALBERTON,VIC,3971,"ANTONYMYRE, WA, 6714","8914 Griffiths Run, ALBERTON, VIC, 3971","(-32.4313903, 151.7738859)"
marcella_buckridge@yahoo.com,Jasper,Hall,157 Jacob Summit,ARMSTRONG BEACH,QLD,4737,66 Anthony Avenue,ABBEYWOOD,QLD,4613,"ARMSTRONG BEACH, QLD, 4737","66 Anthony Avenue, ABBEYWOOD, QLD, 4613","(-35.279293, 138.4604028)"
steve.nitzsche@gmail.com,Sarah,Shields,34 Kreiger Circle,ALLEENA,NSW,2671,378 Molly Manor,APPLEBY,NSW,2340,"ALLEENA, NSW, 2671","378 Molly Manor, APPLEBY, NSW, 2340","(-34.4185998, 150.4953005)"
markus.morar@gmail.com,Lucy,Rees,2727 Durgan Loop,ASHWOOD,VIC,3147,66 Matthew Parade,ALI CURUNG,NT,872,"ASHWOOD, VIC, 3147","66 Matthew Parade, ALI CURUNG, NT, 872","(-32.6983338, 151.5344427)"
bernardina.nienow@gmail.com,Maddison,Little,31 Thompson Manor,ALTONA,VIC,3018,424 Borer View Rd,ALBERTON,QLD,4207,"ALTONA, VIC, 3018","424 Borer View Rd, ALBERTON, QLD, 4207","(-27.4138715, 152.42719678837207)"
fidel@yahoo.com,Lucas,Tillman,4985 Bosco Trail,ANTIGUA,QLD,4650,2447 Piper Square,AVONDALE,QLD,4670,"ANTIGUA, QLD, 4650","2447 Piper Square, AVONDALE, QLD, 4670","(-35.2673234, 138.4831296)"
sonya@hotmail.com,Victoria,Kiehn,30 Dooley Square,AVONSLEIGH,VIC,3782,55 Kai Mews,AUBIN GROVE,WA,6164,"AVONSLEIGH, VIC, 3782","55 Kai Mews, AUBIN GROVE, WA, 6164","(-34.3488941, 147.2175709)"
al@yahoo.com,Violet,Morrison,478 Schroeder Circuit,AVENEL,VIC,3664,61 Kohler Boulevard,ARDLETHAN,NSW,2665,"AVENEL, VIC, 3664","61 Kohler Boulevard, ARDLETHAN, NSW, 2665","(-31.0816667, 152.7677778)"
lamont.damore@gmail.com,Sophia,O'conner,3282 Thompson Parade,BRUENBURGH,ACT,5930,3258 Olivia Grove,NEW ETHANTON,NSW,8679,"BRUENBURGH, ACT, 5930","3258 Olivia Grove, NEW ETHANTON, NSW, 8679","(-26.3453044, 152.6746864)"
tynisha@hotmail.com,Kiara,Kris,5081 Hermann Crest,ACACIA HILLS,NT,822,628 Ryan Station St,ASHBURTON,VIC,3147,"ACACIA HILLS, NT, 822","628 Ryan Station St, ASHBURTON, VIC, 3147","(-34.7563343, 139.2941415)"
emely_daniel@yahoo.com,Bella,Hayes,3364 Dickinson Station St,ASHFIELD,QLD,4670,8704 Holly Square,AMELUP,WA,6338,"ASHFIELD, QLD, 4670","8704 Holly Square, AMELUP, WA, 6338","(-27.707543, 153.26622308788458)"
janiece.simonis@hotmail.com,Heidi,Huel,8016 Hyatt Way,SOUTH GEORGE,NSW,1220,33 Michael Junction,MATTHEWBOROUGH,QLD,5439,"SOUTH GEORGE, NSW, 1220","33 Michael Junction, MATTHEWBOROUGH, QLD, 5439","(-37.840864499999995, 145.85528242041127)"
blanch@yahoo.com,Ryan,Macdonald,767 Isabel Boulevard,ASHENDON,WA,6111,977 Huel Way,ACTON PARK,WA,6280,"ASHENDON, WA, 6111","977 Huel Way, ACTON PARK, WA, 6280","(-34.5625775, 150.7978168)"
carrol@yahoo.com,Elijah,Hessel,757 Adam Junction,ALBERTON,TAS,7263,90 Wilkinson Plaza,AVOCA,TAS,7213,"ALBERTON, TAS, 7263","90 Wilkinson Plaza, AVOCA, TAS, 7213","(-26.7814131, 153.1176555)"
modesto_hagenes@gmail.com,Stephanie,O'connell,803 Hane Loop,AYLMERTON,NSW,2575,5675 Lewis Circle,ADELONG,NSW,2729,"AYLMERTON, NSW, 2575","5675 Lewis Circle, ADELONG, NSW, 2729","(-27.612617, 151.76928322570416)"
kermit@gmail.com,Declan,Harber,7328 Graham Square,ANGELO RIVER,WA,6642,420 Imogen Avenue,ANGOURIE,NSW,2464,"ANGELO RIVER, WA, 6642","420 Imogen Avenue, ANGOURIE, NSW, 2464","(-22.9710251, 145.2438709)"
gene@hotmail.com,Aidan,Davies,471 Lucy Station St,AMBLESIDE,TAS,7310,4822 Jacobi Knoll,ASHBOURNE,VIC,3442,"AMBLESIDE, TAS, 7310","4822 Jacobi Knoll, ASHBOURNE, VIC, 3442","(-33.8505529, 151.129759)"
man@gmail.com,Edward,Hughes,33 Beahan Square,AUSTRAL,NSW,2179,77 Murray Meadow,ANGLERS REST,VIC,3898,"AUSTRAL, NSW, 2179","77 Murray Meadow, ANGLERS REST, VIC, 3898","(-31.787069, 115.9862261)"
joanie.feil@yahoo.com,Evie,Boyer,163 Griffiths Lane,ALEXANDRA HEADLAND,QLD,4572,642 Farrell Station St,ADAMSTOWN,NSW,2289,"ALEXANDRA HEADLAND, QLD, 4572","642 Farrell Station St, ADAMSTOWN, NSW, 2289","(-37.7614537, 144.862141)"
lu@yahoo.com,Mason,Champlin,943 Gabriel Manor,ASCOT,VIC,3551,9381 Sam Avenue,AVALON BEACH,NSW,2107,"ASCOT, VIC, 3551","9381 Sam Avenue, AVALON BEACH, NSW, 2107","(-29.3257299, 151.0945365)"
junie@yahoo.com,Luke,Nguyen,30 Jessica Hill,APPLECROSS,WA,6153,3470 Wilderman Court,ANNUELLO,VIC,3549,"APPLECROSS, WA, 6153","3470 Wilderman Court, ANNUELLO, VIC, 3549","(-35.875072, 143.87390950506887)"
norene_little@gmail.com,Owen,Mason,1547 Kuhlman Junction,ALDERSHOT,QLD,4650,926 Maya Square,ANABRANCH SOUTH,NSW,2648,"ALDERSHOT, QLD, 4650","926 Maya Square, ANABRANCH SOUTH, NSW, 2648","(-42.2081546, 147.4044661)"
marisha_keebler@gmail.com,Ivy,Kirlin,7639 Zara Plaza,ALMADEN,QLD,4871,42 Thomas Drive,ALLORA,QLD,4362,"ALMADEN, QLD, 4871","42 Thomas Drive, ALLORA, QLD, 4362","(-32.2197553, 115.8667368)"
betsey_gorczany@gmail.com,Abby,Jacobi,6394 Clark Estate Dr,ARMSTRONG CREEK,QLD,4520,53 Monahan Circuit,ARMIDALE,NSW,2350,"ARMSTRONG CREEK, QLD, 4520","53 Monahan Circuit, ARMIDALE, NSW, 2350","(-29.0523141, 152.5917463)"
stephane.gusikowski@gmail.com,Jake,Champlin,34 Emmerich Track,ARAWATA,VIC,3951,837 Alex Pass,ABERCROMBIE,NSW,2795,"ARAWATA, VIC, 3951","837 Alex Pass, ABERCROMBIE, NSW, 2795","(-30.0511111, 153.1911111)"
allie_howe@gmail.com,Jacob,Weber,424 Jayden Terrace,ABBOTSHAM,TAS,7315,17 Alexis Estate Dr,ARCHERTON,VIC,3723,"ABBOTSHAM, TAS, 7315","17 Alexis Estate Dr, ARCHERTON, VIC, 3723","(-28.020298, 151.9865208526317)"
valrie_predovic@hotmail.com,Callum,Wilderman,453 Jasper Drive,AMELUP,WA,6338,40 Mills Run,ALFORD,SA,5555,"AMELUP, WA, 6338","40 Mills Run, ALFORD, SA, 5555","(-34.424675, 137.915867)"
larry@yahoo.com,Molly,Hudson,332 Taylor Street,ALISON,NSW,2420,598 Bosco Place,ALLANSON,WA,6225,"ALISON, NSW, 2420","598 Bosco Place, ALLANSON, WA, 6225","(-35.2852323, 149.1129681)"
shakita_mertz@hotmail.com,Amy,Harber,332 Christiansen Way,PORT ALI,WA,6563,427 Koch Square,BERGSTROMSTAD,TAS,8904,"PORT ALI, WA, 6563","427 Koch Square, BERGSTROMSTAD, TAS, 8904","(-31.787069, 115.9862261)"
jillian@yahoo.com,Audrey,Cole,93 Roberts Island,ALDINGA BEACH,SA,5173,621 Isaac Loop,ALTONA NORTH,VIC,3025,"ALDINGA BEACH, SA, 5173","621 Isaac Loop, ALTONA NORTH, VIC, 3025","(-28.5854284, 152.8284051)"
sheilah_zulauf@yahoo.com,Isabella,Bogan,552 Nathan Avenue,AYLMERTON,NSW,2575,75 Anderson Junction,ANDOVER,TAS,7120,"AYLMERTON, NSW, 2575","75 Anderson Junction, ANDOVER, TAS, 7120","(-36.39, 148.9844444)"
donovan.jones@yahoo.com,Alexandra,Goodwin,5493 Borer Crescent,ATKINSONS DAM,QLD,4311,5960 Sofia Street,AVOCA,TAS,7213,"ATKINSONS DAM, QLD, 4311","5960 Sofia Street, AVOCA, TAS, 7213","(-19.3122951, 146.7790291)"
evita@gmail.com,Max,Harvey,3452 Charles Knoll,ALDINGA,SA,5173,7617 Kris Junction,AVON,NSW,2574,"ALDINGA, SA, 5173","7617 Kris Junction, AVON, NSW, 2574","(-38.4247705, 145.53145261079874)"
nadine_bosco@yahoo.com,Annabelle,Hudson,4860 Lauren Plaza,ARIAH PARK,NSW,2665,65 Khan Plaza,ALTONA,VIC,3018,"ARIAH PARK, NSW, 2665","65 Khan Plaza, ALTONA, VIC, 3018","(-33.265, 151.3983333)"
pamella_hudson@gmail.com,Jake,Jacobi,894 Andrew Trail,ALDAVILLA,NSW,2440,961 Donnelly Circle,ARMATREE,NSW,2828,"ALDAVILLA, NSW, 2440","961 Donnelly Circle, ARMATREE, NSW, 2828","(-32.3559077, 147.5061543)"
grace_spencer@yahoo.com,Lola,Corkery,8166 Ebert Island,AMAMOOR,QLD,4570,1307 Bruen Crescent,ASHFIELD,QLD,4670,"AMAMOOR, QLD, 4570","1307 Bruen Crescent, ASHFIELD, QLD, 4670","(-43.3609701, 147.3284644)"
carlo@gmail.com,Edward,Larkin,26 Doherty Mall,ANGAS VALLEY,SA,5238,2108 Schmidt Crescent,ARNOLD,VIC,3551,"ANGAS VALLEY, SA, 5238","2108 Schmidt Crescent, ARNOLD, VIC, 3551","(-24.8896919, 152.3649484)"
augustine_oconner@gmail.com,Mackenzie,Koelpin,889 Jasmine Run,ALBERTON,QLD,4207,426 Lowe Square,ANNANGROVE,NSW,2156,"ALBERTON, QLD, 4207","426 Lowe Square, ANNANGROVE, NSW, 2156","(-22.9710251, 145.2438709)"
micha.morar@hotmail.com,Isla,Morissette,37 Bosco Hill,ADA,VIC,3833,6198 Nicolas Ridge,AUSTINMER,NSW,2515,"ADA, VIC, 3833","6198 Nicolas Ridge, AUSTINMER, NSW, 2515","(-37.01814195, 146.79360433886188)"
monty_rath@hotmail.com,Jacob,Thomas,5508 Cooper Mews,ALBION PARK RAIL,NSW,2527,717 Georgia Place,ANNIEBROOK,WA,6280,"ALBION PARK RAIL, NSW, 2527","717 Georgia Place, ANNIEBROOK, WA, 6280","(-36.5931025, 145.38127437318553)"
kellee@yahoo.com,Nate,Reynolds,54 Monahan Grove,AROONA,QLD,4551,602 Macdonald Mews,ANANGU PITJANTJATJARA YANKUNYTJATJARA,SA,872,"AROONA, QLD, 4551","602 Macdonald Mews, ANANGU PITJANTJATJARA YANKUNYTJATJARA, SA, 872","(-12.5150609, 130.9649876)"
clint_schroeder@yahoo.com,Eli,Stewart,2955 Leah Run,ATHOL,QLD,4350,75 O'conner Crescent,AUBIGNY,QLD,4401,"ATHOL, QLD, 4350","75 O'conner Crescent, AUBIGNY, QLD, 4401","(-27.5123015, 152.28868017258898)"
clement_bosco@gmail.com,Adam,Hessel,796 Henry Manor,ARAMAC,QLD,4726,282 Chase Boulevard,ALEXANDRA,QLD,4740,"ARAMAC, QLD, 4726","282 Chase Boulevard, ALEXANDRA, QLD, 4740","(-37.7021795, 146.3790537620286)"
pam.stark@hotmail.com,Logan,Kemmer,77 Mia Street,ABBOTSFORD,NSW,2046,548 Schneider Summit,ARTHURTON,SA,5572,"ABBOTSFORD, NSW, 2046","548 Schneider Summit, ARTHURTON, SA, 5572","(-34.7563343, 139.2941415)"
laverna@hotmail.com,Isabelle,Hall,8726 Barrows Summit,AVELEY,WA,6069,3744 Emma View Rd,AVELEY,WA,6069,"AVELEY, WA, 6069","3744 Emma View Rd, AVELEY, WA, 6069","(-33.6813, 115.491)"
deedra@yahoo.com,Audrey,Nader,217 Mason Square,AVONDALE HEIGHTS,VIC,3034,64 Thomas View Rd,ADELAIDE LEAD,VIC,3465,"AVONDALE HEIGHTS, VIC, 3034","64 Thomas View Rd, ADELAIDE LEAD, VIC, 3465","(-36.2341665, 146.05603068699222)"
theron@yahoo.com,Chase,Marks,618 Corwin Estate Dr,APPIN,VIC,3579,6953 Kovacek Estate Dr,ALLYNBROOK,NSW,2311,"APPIN, VIC, 3579","6953 Kovacek Estate Dr, ALLYNBROOK, NSW, 2311","(-17.103690999999998, 144.02006699990278)"
neomi.prosacco@gmail.com,Anna,Grady,251 O'conner Summit,ANTILL PONDS,TAS,7120,9675 Klein Circle,AUBURN,SA,5451,"ANTILL PONDS, TAS, 7120","9675 Klein Circle, AUBURN, SA, 5451","(-30.0511111, 153.1911111)"
phung@hotmail.com,Ryan,Kunde,99 Mitchell Court,ARRAWARRA,NSW,2456,56 Gabriel Grove,ANNADALE,SA,5356,"ARRAWARRA, NSW, 2456","56 Gabriel Grove, ANNADALE, SA, 5356","(-33.3910256, 149.5556273)"
vonda@gmail.com,Sofia,Thomas,437 Connor Drive,ALLORA,QLD,4362,64 Imogen Boulevard,ARTHURS CREEK,VIC,3099,"ALLORA, QLD, 4362","64 Imogen Boulevard, ARTHURS CREEK, VIC, 3099","(-29.0523141, 152.5917463)"
lynsey_shanahan@hotmail.com,Chloe,O'hara,92 Taylor Circuit,ARDROSSAN,SA,5571,916 Jackson Hill,AMPILATWATJA,NT,872,"ARDROSSAN, SA, 5571","916 Jackson Hill, AMPILATWATJA, NT, 872","(-42.0083152, 146.9556532)"
christopher.daugherty@hotmail.com,Levi,Gleason,2360 Dickens Loop,ACTON,ACT,2601,482 Patrick Place,ACTON,ACT,2601,"ACTON, ACT, 2601","482 Patrick Place, ACTON, ACT, 2601","(-16.143139750000003, 134.38383200622008)"
randolph@yahoo.com,Violet,Goldner,49 Owen Crescent,AVELEY,WA,6069,76 Aiden Place,ANABRANCH NORTH,NSW,2648,"AVELEY, WA, 6069","76 Aiden Place, ANABRANCH NORTH, NSW, 2648","(-34.9486638, 138.5743627)"
fritz_hauck@yahoo.com,Owen,Casper,8828 Elijah Meadow,AFTERLEE,NSW,2474,9801 Casper Grove,ARANBANGA,QLD,4625,"AFTERLEE, NSW, 2474","9801 Casper Grove, ARANBANGA, QLD, 4625","(-29.4418416, 115.6279102)"
elias.mills@gmail.com,Ellie,Howell,4006 Cruickshank Mall,ARABLE,NSW,2630,29 Stanton Drive,AMAROO,ACT,2914,"ARABLE, NSW, 2630","29 Stanton Drive, AMAROO, ACT, 2914","(-19.6372465, 147.35056619813304)"
danial@hotmail.com,Logan,Leffler,55 Doherty Loop,EAST EVIEBURY,NT,3050,622 Goodwin Island,WILSONFURT,VIC,9202,"EAST EVIEBURY, NT, 3050","622 Goodwin Island, WILSONFURT, VIC, 9202","(-33.8084051, 151.184511)"
pearlene.gusikowski@gmail.com,Amelie,Carter,917 Green Run,ANNANDALE,QLD,4814,836 Lilly Plaza,ANABRANCH NORTH,NSW,2648,"ANNANDALE, QLD, 4814","836 Lilly Plaza, ANABRANCH NORTH, NSW, 2648","(-33.7316723, 149.3844415)"
alycia@yahoo.com,Ashley,Jacobi,9614 Charli Trail,ADAMS ESTATE,VIC,3984,394 Fisher Hill,ARRINO,WA,6519,"ADAMS ESTATE, VIC, 3984","394 Fisher Hill, ARRINO, WA, 6519","(-34.09, 150.8261111)"
rocco.tremblay@gmail.com,Stella,Tremblay,78 Cooper Circuit,ALISON,NSW,2259,2228 Hyatt Circuit,ALFRED COVE,WA,6154,"ALISON, NSW, 2259","2228 Hyatt Circuit, ALFRED COVE, WA, 6154","(-34.3014671, 138.9157278)"
juliann.feeney@hotmail.com,Mason,Morissette,176 Cormier Drive,ALBERT,NSW,2873,11 Lily Circuit,ALBANY,WA,6330,"ALBERT, NSW, 2873","11 Lily Circuit, ALBANY, WA, 6330","(-33.7316723, 149.3844415)"
mertie.runolfsdottir@yahoo.com,Gemma,James,590 Sebastian Trail,ADVENTURE BAY,TAS,7150,84 Aidan Knoll,ANGURUGU,NT,822,"ADVENTURE BAY, TAS, 7150","84 Aidan Knoll, ANGURUGU, NT, 822","(-33.0129364, 151.5416169)"
dale@gmail.com,Alyssa,Rowe,2338 Beau Knoll,AVENELL HEIGHTS,QLD,4670,99 Scarlett Court,ABERDEEN,NSW,2336,"AVENELL HEIGHTS, QLD, 4670","99 Scarlett Court, ABERDEEN, NSW, 2336","(-34.27690615, 138.33903101339558)"
hosea.swift@yahoo.com,John,Kessler,1841 Clarke Plaza,ABBEYARD,VIC,3737,6567 Williams Station St,ARMADALE,VIC,3143,"ABBEYARD, VIC, 3737","6567 Williams Station St, ARMADALE, VIC, 3143","(-24.240327, 150.4940057)"
cherly@hotmail.com,Lachlan,Fadel,678 Declan Summit,ARCADIA SOUTH,VIC,3631,3052 Joel Hill,AGNES WATER,QLD,4677,"ARCADIA SOUTH, VIC, 3631","3052 Joel Hill, AGNES WATER, QLD, 4677","(-19.3122951, 146.7790291)"
eusebio.raynor@yahoo.com,Jayden,Hand,5651 Abby Road,ARCHER,NT,830,96 Zara Crest,ARUNDEL,QLD,4214,"ARCHER, NT, 830","96 Zara Crest, ARUNDEL, QLD, 4214","(-36.932182499999996, 145.31296101521568)"
joey@yahoo.com,Lucas,Larson,466 Wright Square,ADARE,QLD,4343,63 Mills Station St,AVELEY,WA,6069,"ADARE, QLD, 4343","63 Mills Station St, AVELEY, WA, 6069","(-26.0174055, 152.67900356039007)"
kenny@yahoo.com,Ruby,Hoppe,293 Isaac Summit,ABERFELDY,VIC,3825,84 Edwards Island,ANGOURIE,NSW,2464,"ABERFELDY, VIC, 3825","84 Edwards Island, ANGOURIE, NSW, 2464","(-13.928577149999999, 136.55312163956205)"
cyndy@hotmail.com,Alana,Lynch,34 Erdman Drive,ANGAS VALLEY,SA,5238,378 Lang Station St,ALEXANDRA BRIDGE,WA,6288,"ANGAS VALLEY, SA, 5238","378 Lang Station St, ALEXANDRA BRIDGE, WA, 6288","(-24.449273499999997, 148.4026185586191)"
